Beat_ID,Life_Phase,Beat_Type,Content_Sketch,Mood_Tag,Beat_Duration_Sec,Scene_Type,Illustration_Note
BEAT_00_01,HOOK,ESTABLISH,The camera turns off. You have seventeen seconds. That's when you make the crime.,WONDER,28,POV_SHOT,Dark alley at night. Body camera red light switches OFF. Cop stickman stands over civilian. 17-second countdown visual.
BEAT_00_02,HOOK,ESTABLISH,You tap the bag through their pocket. You reach in. You pull it out.,WONDER,24,POV_SHOT,Close-up: cop hand reaching into civilian pocket. Small plastic bag appears. Civilian stickman pinned against wall.
BEAT_00_03,HOOK,CONSTRAINT,You don't find evidence. You place it.,WONDER,18,TEXT_OVERLAY,Signature line. Bold text over dark background. Cop silhouette with badge visible.
BEAT_01_01,PHASE_EARLY,ESTABLISH,You graduate the academy. You believe the badge means something.,WONDER,26,NARRATIVE_SCENE,Academy graduation. Cop stickman in fresh uniform receiving badge. Clean uniform - camera light ON.
BEAT_01_02,PHASE_EARLY,CONFLICT,First week on patrol. You watch a guilty man walk. Not enough evidence. The system lets him go.,WONDER,30,NARRATIVE_SCENE,Courtroom. Suspect walking free. Cop stickman watching from gallery - frustrated expression.
BEAT_01_03,PHASE_EARLY,CONSTRAINT,Your partner says: this isn't how it works.,TENSION,22,EMOTIONAL_CLOSEUP,Patrol car interior. Partner stickman (FACELESS) speaking. Cop stickman listening - expression shifting.
BEAT_01_04,PHASE_EARLY,REFLECT,First time you watch your partner help the evidence. You say nothing. Your silence is the first yes.,TENSION,28,NARRATIVE_SCENE,Dark alley. Partner reaching into suspect pocket. Cop stickman standing behind - watching - saying nothing.
BEAT_02_01,PHASE_CONFLICT,CONFLICT,Your first plant. The suspect IS guilty - you know it. The evidence just isn't there. So you help.,TENSION,30,NARRATIVE_SCENE,Night street. Cop stickman planting small bag in suspect pocket. Suspect (FACELESS) face-down on hood of car.
BEAT_02_02,PHASE_CONFLICT,REFLECT,The first time you do it - nothing happens. No questions. No report flagged. That's how you know it works.,TENSION,28,NARRATIVE_SCENE,Precinct desk. Cop stickman filing paperwork. Nobody looking. Nobody asking. Quiet office.
BEAT_02_03,PHASE_CONFLICT,PRIVILEGE,Commendation letter in your file. Sergeant shakes your hand. The system doesn't just stay silent. It rewards you.,TENSION,26,NARRATIVE_SCENE,Sergeant office. Sergeant stickman (FACELESS wider build) handing letter. Cop stickman receiving - posture straighter.
BEAT_02_04,PHASE_CONFLICT,CONSTRAINT,Second time is easier. Third time you don't think. You write it down. Ink makes it real.,TENSION,28,EMOTIONAL_CLOSEUP,Precinct desk close-up. Pen on paper. Report being written. Ink on white paper - the crime becoming official.
BEAT_02_05,PHASE_CONFLICT,CONFLICT,Body camera off is reflex now. Seventeen seconds. Quota rises. Sergeant asks why numbers are low.,TENSION,28,NARRATIVE_SCENE,Patrol car. Camera red light OFF. Whiteboard in precinct showing arrest numbers. Cop stickman checking camera.
BEAT_02_06,PHASE_CONFLICT,ESTABLISH,The loop: You choose them. You prepare the story. You make it real. You swear to it.,DREAD,26,CONTRAST_SPLIT,4-panel split: (1) pointing at target (2) writing report (3) planting bag (4) courtroom oath hand raised.
BEAT_02_07,PHASE_CONFLICT,CONSTRAINT,You don't pick criminals. You pick people no one will defend.,DREAD,22,NARRATIVE_SCENE,Target neighborhood. Cop stickman scanning street. Targeting civilian stickman (FACELESS) in hoodie - alone - no phone - no one waiting.
BEAT_02_08,PHASE_CONFLICT,REFLECT,Your partner saw it. That's why they'll never say it. The public defender doesn't fight it. The system is too tired to check.,DREAD,30,NARRATIVE_SCENE,Split: (1) Partner looking away in car (2) Public defender stickman (FACELESS wrinkled suit) not reading file (3) Judge nodding.
BEAT_03_01,PHASE_CRISIS,CONFLICT,Your name on a promotion list. Every arrest on that list is manufactured. You teach the rookie: this is how it works.,DREAD,28,NARRATIVE_SCENE,Precinct. Promotion board. Cop stickman showing rookie stickman (FACELESS shorter thinner) the method. Passing the system forward.
BEAT_03_02,PHASE_CRISIS,CRISIS,You stop checking first. Tonight it's different. You know they're innocent. Not maybe. You know.,DREAD,30,EMOTIONAL_CLOSEUP,Dark alley. Close-up cop face: cold flat expression. Civilian stickman (FACELESS) hands up - clearly no threat. The snap moment.
BEAT_03_03,PHASE_CRISIS,CRISIS,You don't find evidence. You place it. Same words. Different weight.,DREAD,22,POV_SHOT,Signature line #2. Cop hand placing bag. Slow motion. Weight of repetition. Camera still OFF.
BEAT_03_04,PHASE_CRISIS,CONFLICT,Internal Affairs calls. Your partner calls first. You drive through the neighborhood. Someone you arrested stands there. They don't run. They just look at you.,DREAD,32,NARRATIVE_SCENE,Split: (1) Phone ringing - IA (2) Partner on phone scared (3) Street - arrested person staring at patrol car. Not running. Just looking.
BEAT_04_01,PHASE_RESOLUTION,RESOLVE,Not caught. Not punished. The system protects itself. You are the training officer now.,CLARITY,28,NARRATIVE_SCENE,Precinct. Cop stickman (tallest now - grey temples - training insignia) standing over new rookies. Same posture partner had years ago.
BEAT_04_02,PHASE_RESOLUTION,REFLECT,Rookies learn the method. The method is the department. The department is the method.,CLARITY,24,NARRATIVE_SCENE,Training room. Multiple rookie stickmen (FACELESS) taking notes. Cop stickman at front. The system replicating.
BEAT_04_03,PHASE_RESOLUTION,CRISIS,You try to remember one real arrest. You can't.,CLARITY,20,EMOTIONAL_CLOSEUP,Cop stickman alone at desk. Arrest records spread out. Staring at files. Empty expression. Cannot distinguish real from manufactured.
BEAT_05_01,CALLBACK,CALLBACK,The camera turns off. Seventeen seconds. That's all it ever took. You don't find evidence. You place it.,BITTERSWEET,28,POV_SHOT,Mirror of HOOK. Same alley. Same camera off. Same posture. But now SUBJECT is tallest - grey - empty eyes. Signature line #3.
BEAT_05_02,CALLBACK,CTA,You can't tell which ones were real. You're not sure there were any.,BITTERSWEET,22,TEXT_OVERLAY,Final text over black. Arrest record papers scattered. Fade to black.
